duplicate_keys
keycount,tablesize,gpucount,time
build tests
8589934592,2097152,16,9.19325
8589934592,4194304,16,8.5119
8589934592,8388608,16,8.71239
8589934592,16777216,16,8.39451
8589934592,33554432,16,9.13138
8589934592,67108864,16,9.23199
8589934592,134217728,16,9.25678
8589934592,268435456,16,8.79075
8589934592,536870912,16,9.32799
8589934592,1073741824,16,9.25154
